DATE,VALUE
1990-01-01,64.43303673
1991-01-01,67.29182386
1992-01-01,69.2017996
1993-01-01,72.34446781
1994-01-01,70.17341173
1995-01-01,70.52900122
1996-01-01,69.56851958
1997-01-01,68.28362958
1998-01-01,68.22109362
1999-01-01,68.15596841
2000-01-01,67.03463007
2001-01-01,66.58759927
2002-01-01,65.1341465
2003-01-01,65.59387728
2004-01-01,64.53691235
2005-01-01,64.19996426
2006-01-01,62.07375634
2007-01-01,60.49525302
2008-01-01,61.38967024
2009-01-01,66.57290338
2010-01-01,67.0095104
