DATE,VALUE
2002-01-01,40766.0
2003-01-01,141107.0
2004-01-01,820175.0
2005-01-01,1063695.0
2006-01-01,1255049.0
2007-01-01,3598467.0
2008-01-01,1831979.0
2009-01-01,280525.0
2010-01-01,621433.0
2011-01-01,433256.0
2012-01-01,205921.0
